"","Uf","code_muni","mes","counts"
"1307","PE",260530,2022-08-01,2
"1308","PE",260530,2022-07-01,1
"1309","PE",260530,2022-06-01,0
"1310","PE",260530,2022-05-01,1
"1311","PE",260530,2022-04-01,1
"1312","PE",260530,2022-03-01,1
"1313","PE",260530,2022-02-01,0
"1314","PE",260530,2022-01-01,1
"1315","PE",260050,2022-09-01,5
"1316","PE",260050,2022-08-01,0
"1317","PE",260050,2022-07-01,1
"1318","PE",260050,2022-06-01,0
"1319","PE",260050,2022-05-01,2
"1320","PE",260050,2022-04-01,0
"1321","PE",260050,2022-03-01,1
"1322","PE",260050,2022-02-01,2
"1323","PE",260050,2022-01-01,0
"1324","PE",260915,2022-09-01,1
"1325","PE",260915,2022-08-01,0
"1326","PE",260915,2022-07-01,0
"1327","PE",260915,2022-06-01,0
"1328","PE",260915,2022-05-01,0
"1329","PE",260915,2022-04-01,0
"1330","PE",260915,2022-03-01,0
"1331","PE",260915,2022-02-01,0
"1332","PE",260915,2022-01-01,0
"1333","PE",260950,2022-09-01,0
"1334","PE",260950,2022-08-01,0
"1335","PE",260950,2022-07-01,1
"1336","PE",260950,2022-06-01,0
"1337","PE",260950,2022-05-01,0
"1338","PE",260950,2022-04-01,0
"1339","PE",260950,2022-03-01,0
"1340","PE",260950,2022-02-01,0
"1341","PE",260950,2022-01-01,0
"1342","PE",261120,2022-09-01,0
"1343","PE",261120,2022-08-01,0
"1344","PE",261120,2022-07-01,1
"1345","PE",261120,2022-06-01,0
"1346","PE",261120,2022-05-01,0
"1347","PE",261120,2022-04-01,0
"1348","PE",261120,2022-03-01,0
"1349","PE",261120,2022-02-01,0
"1350","PE",261120,2022-01-01,0
"1351","PE",261170,2022-09-01,0
"1352","PE",261170,2022-08-01,0
"1353","PE",261170,2022-07-01,0
"1354","PE",261170,2022-06-01,0
"1355","PE",261170,2022-05-01,0
"1356","PE",261170,2022-04-01,0
"1357","PE",261170,2022-03-01,1
"1358","PE",261170,2022-02-01,0
"1359","PE",261170,2022-01-01,0
"1360","PE",261550,2022-09-01,0
"1361","PE",261550,2022-08-01,0
"1362","PE",261550,2022-07-01,0
"1363","PE",261550,2022-06-01,0
"1364","PE",261550,2022-05-01,0
"1365","PE",261550,2022-04-01,0
"1366","PE",261550,2022-03-01,0
"1367","PE",261550,2022-02-01,1
"1368","PE",261550,2022-01-01,0
"1369","PE",261260,2022-09-01,2
"1370","PE",261260,2022-08-01,4
"1371","PE",261260,2022-07-01,3
"1372","PE",261260,2022-06-01,1
"1373","PE",261260,2022-05-01,2
"1374","PE",261260,2022-04-01,0
"1375","PE",261260,2022-03-01,5
"1376","PE",261260,2022-02-01,2
"1377","PE",261260,2022-01-01,0
"1378","PE",260770,2022-09-01,1
"1379","PE",260770,2022-08-01,0
"1380","PE",260770,2022-07-01,1
"1381","PE",260770,2022-06-01,0
"1382","PE",260770,2022-05-01,0
"1383","PE",260770,2022-04-01,0
"1384","PE",260770,2022-03-01,0
"1385","PE",260770,2022-02-01,0
"1386","PE",260770,2022-01-01,0
"1387","Fonte: Sistema de Informação em Saúde para a Atenção Básica - SISAB",NA,2022-09-01,NA
"1388","Fonte: Sistema de Informação em Saúde para a Atenção Básica - SISAB",NA,2022-08-01,NA
"1389","Fonte: Sistema de Informação em Saúde para a Atenção Básica - SISAB",NA,2022-07-01,NA
"1390","Fonte: Sistema de Informação em Saúde para a Atenção Básica - SISAB",NA,2022-06-01,NA
"1391","Fonte: Sistema de Informação em Saúde para a Atenção Básica - SISAB",NA,2022-05-01,NA
"1392","Fonte: Sistema de Informação em Saúde para a Atenção Básica - SISAB",NA,2022-04-01,NA
"1393","Fonte: Sistema de Informação em Saúde para a Atenção Básica - SISAB",NA,2022-03-01,NA
"1394","Fonte: Sistema de Informação em Saúde para a Atenção Básica - SISAB",NA,2022-02-01,NA
"1395","Fonte: Sistema de Informação em Saúde para a Atenção Básica - SISAB",NA,2022-01-01,NA
"1396","E-mail: sisab@saude.gov.br",NA,2022-09-01,NA
"1397","E-mail: sisab@saude.gov.br",NA,2022-08-01,NA
"1398","E-mail: sisab@saude.gov.br",NA,2022-07-01,NA
"1399","E-mail: sisab@saude.gov.br",NA,2022-06-01,NA
"1400","E-mail: sisab@saude.gov.br",NA,2022-05-01,NA
"1401","E-mail: sisab@saude.gov.br",NA,2022-04-01,NA
"1402","E-mail: sisab@saude.gov.br",NA,2022-03-01,NA
"1403","E-mail: sisab@saude.gov.br",NA,2022-02-01,NA
"1404","E-mail: sisab@saude.gov.br",NA,2022-01-01,NA
"1405","Dado gerado em: 07 de Novembro de 2022 - 15:16h",NA,2022-09-01,NA
"1406","Dado gerado em: 07 de Novembro de 2022 - 15:16h",NA,2022-08-01,NA
"1407","Dado gerado em: 07 de Novembro de 2022 - 15:16h",NA,2022-07-01,NA
"1408","Dado gerado em: 07 de Novembro de 2022 - 15:16h",NA,2022-06-01,NA
"1409","Dado gerado em: 07 de Novembro de 2022 - 15:16h",NA,2022-05-01,NA
"1410","Dado gerado em: 07 de Novembro de 2022 - 15:16h",NA,2022-04-01,NA
"1411","Dado gerado em: 07 de Novembro de 2022 - 15:16h",NA,2022-03-01,NA
"1412","Dado gerado em: 07 de Novembro de 2022 - 15:16h",NA,2022-02-01,NA
"1413","Dado gerado em: 07 de Novembro de 2022 - 15:16h",NA,2022-01-01,NA
